Code,Name
12600,"KOTA ADMINISTRASI JAKARTA SELATAN"
12700,"KOTA ADMINISTRASI JAKARTA SELATAN"
12800,"KOTA ADMINISTRASI JAKARTA SELATAN"
12900,"KOTA ADMINISTRASI JAKARTA SELATAN"
13100,"KOTA ADMINISTRASI JAKARTA TIMUR"
13200,"KOTA ADMINISTRASI JAKARTA TIMUR"
13300,"KOTA ADMINISTRASI JAKARTA TIMUR"
13400,"KOTA ADMINISTRASI JAKARTA TIMUR"
13500,"KOTA ADMINISTRASI JAKARTA TIMUR"
13600,"KOTA ADMINISTRASI JAKARTA TIMUR"
13700,"KOTA ADMINISTRASI JAKARTA TIMUR"
13800,"KOTA ADMINISTRASI JAKARTA TIMUR"
13900,"KOTA ADMINISTRASI JAKARTA TIMUR"
10100,"KOTA ADMINISTRASI JAKARTA PUSAT"
10200,"KOTA ADMINISTRASI JAKARTA PUSAT"
10300,"KOTA ADMINISTRASI JAKARTA PUSAT"
10400,"KOTA ADMINISTRASI JAKARTA PUSAT"
10500,"KOTA ADMINISTRASI JAKARTA PUSAT"
10600,"KOTA ADMINISTRASI JAKARTA PUSAT"
10700,"KOTA ADMINISTRASI JAKARTA PUSAT"
11100,"KOTA ADMINISTRASI JAKARTA BARAT"
11200,"KOTA ADMINISTRASI JAKARTA BARAT"
11300,"KOTA ADMINISTRASI JAKARTA BARAT"
11400,"KOTA ADMINISTRASI JAKARTA BARAT"
11500,"KOTA ADMINISTRASI JAKARTA BARAT"
11600,"KOTA ADMINISTRASI JAKARTA BARAT"
11700,"KOTA ADMINISTRASI JAKARTA BARAT"
11800,"KOTA ADMINISTRASI JAKARTA BARAT"
14100,"KOTA ADMINISTRASI JAKARTA UTARA"
14200,"KOTA ADMINISTRASI JAKARTA UTARA"
14300,"KOTA ADMINISTRASI JAKARTA UTARA"
14400,"KOTA ADMINISTRASI JAKARTA UTARA"
16200,BOGOR
16300,BOGOR
16600,BOGOR
16700,BOGOR
16800,BOGOR
16900,BOGOR
43300,SUKABUMI
43200,CIANJUR
40900,BANDUNG
44100,GARUT
45500,KUNINGAN
45600,CIREBON
45400,MAJALENGKA
45300,SUMEDANG
45200,INDRAMAYU
41200,SUBANG
41100,PURWAKARTA
41300,KARAWANG
17200,BEKASI
17300,BEKASI
17500,BEKASI
17600,BEKASI
17700,BEKASI
17800,BEKASI
40700,"BANDUNG BARAT"
40300,"BANDUNG BARAT"
46500,PANGANDARAN
46200,PANGANDARAN
16100,"KOTA BOGOR"
43100,"KOTA SUKABUMI"
40100,"KOTA BANDUNG"
40200,"KOTA BANDUNG"
40600,BANDUNG
45100,"KOTA CIREBON"
17100,"KOTA BEKASI"
17400,"KOTA BEKASI"
16400,"KOTA DEPOK"
16500,"KOTA DEPOK"
40500,"KOTA CIMAHI"
46100,"KOTA TASIKMALAYA"
46400,TASIKMALAYA
46300,"KOTA BANJAR"
53200,CILACAP
53100,BANYUMAS
53300,PURBALINGGA
53400,BANJARNEGARA
54300,KEBUMEN
54400,KEBUMEN
54100,PURWOREJO
54200,PURWOREJO
56300,WONOSOBO
56500,MAGELANG
57300,BOYOLALI
57400,KLATEN
57500,SUKOHARJO
57600,WONOGIRI
57700,KARANGANYAR
57200,SRAGEN
58100,GROBOGAN
58200,BLORA
58300,BLORA
59200,REMBANG
59100,PATI
59300,KUDUS
59400,JEPARA
59500,DEMAK
50500,SEMARANG
56200,TEMANGGUNG
51300,KENDAL
51200,BATANG
52300,PEMALANG
52400,TEGAL
52200,BREBES
56100,"KOTA MAGELANG"
57100,"KOTA SURAKARTA"
50700,"KOTA SALATIGA"
50100,"KOTA SEMARANG"
50200,"KOTA SEMARANG"
50600,SEMARANG
51100,"KOTA PEKALONGAN"
52100,"KOTA TEGAL"
55600,"KULON PROGO"
55700,BANTUL
55800,"GUNUNG KIDUL"
55500,SLEMAN
55100,"KOTA YOGYAKARTA"
55200,"KOTA YOGYAKARTA"
63500,PACITAN
63400,PONOROGO
66300,TRENGGALEK
66200,TULUNGAGUNG
64200,KEDIRI
67300,LUMAJANG
68100,JEMBER
68400,BANYUWANGI
68200,BONDOWOSO
68300,SITUBONDO
61200,SIDOARJO
61400,JOMBANG
64400,NGANJUK
64300,NGANJUK
63300,MAGETAN
63200,NGAWI
62100,BOJONEGORO
62300,TUBAN
62200,LAMONGAN
61100,GRESIK
69100,BANGKALAN
69200,SAMPANG
69300,PAMEKASAN
69400,SUMENEP
64100,"KOTA KEDIRI"
66100,"KOTA BLITAR"
65100,"KOTA MALANG"
67200,"KOTA PROBOLINGGO"
67100,"KOTA PASURUAN"
61300,"KOTA MOJOKERTO"
63100,"KOTA MADIUN"
60100,"KOTA SURABAYA"
60200,"KOTA SURABAYA"
65300,"KOTA BATU"
42200,PANDEGLANG
42300,LEBAK
15500,TANGERANG
15600,TANGERANG
15700,TANGERANG
15800,TANGERANG
15900,TANGERANG
15100,"KOTA TANGERANG"
42400,"KOTA CILEGON"
42100,"KOTA SERANG"
15300,"KOTA TANGERANG SELATAN"
15400,"KOTA TANGERANG SELATAN"
15200,"TANGERANG SELATAN"
82200,JEMBRANA
82100,TABANAN
80300,BADUNG
80500,GIANYAR
80700,KLUNGKUNG
80600,BANGLI
80800,KARANGASEM
81100,BULELENG
80100,"KOTA DENPASAR"
80200,"KOTA DENPASAR"
83600,"LOMBOK TIMUR"
84300,SUMBAWA
84200,DOMPU
84400,"SUMBAWA BARAT"
83700,"LOMBOK UTARA"
83300,"LOMBOK UTARA"
83100,"KOTA MATARAM"
83200,"KOTA MATARAM"
83500,MATARAM
84100,"KOTA BIMA"
87100,"SUMBA TIMUR"
85500,"TIMOR TENGAH SELATAN"
85600,"TIMOR TENGAH UTARA"
85800,ALOR
86600,LEMBATA
86200,SIKKA
86300,ENDE
86100,ENDE
85900,"ROTE NDAO"
86700,"MANGGARAI BARAT"
87300,"SUMBA TENGAH"
87400,"SUMBA BARAT DAYA"
87200,"SUMBA BARAT DAYA"
86900,NAGEKEO
86400,NAGEKEO
86800,"MANGGARAI TIMUR"
86500,"MANGGARAI TIMUR"
85300,"SABU RAIJUA"
85700,MALAKA
85100,"KOTA KUPANG"
85200,"KOTA KUPANG"
79400,SAMBAS
79300,LANDAK
78900,MEMPAWAH
78500,SANGGAU
78700,"KAPUAS HULU"
79500,SEKADAU
78600,MELAWI
79600,MELAWI
78800,"KAYONG UTARA"
78300,"KUBU RAYA"
78100,"KOTA PONTIANAK"
78200,"KOTA PONTIANAK"
79100,"KOTA SINGKAWANG"
79200,SINGKAWANG
74300,"KOTAWARINGIN TIMUR"
73500,KAPUAS
73700,"BARITO SELATAN"
73800,"BARITO UTARA"
74700,SUKAMARA
74600,LAMANDAU
74100,LAMANDAU
74200,SERUYAN
74400,KATINGAN
74800,"PULANG PISAU"
74500,"GUNUNG MAS"
73600,"BARITO TIMUR"
73900,"MURUNG RAYA"
73100,"KOTA PALANGKARAYA"
73200,"KOTA PALANGKARAYA"
70800,"TANAH LAUT"
70600,BANJAR
70500,"BARITO KUALA"
71100,TAPIN
71200,"HULU SUNGAI SELATAN"
71300,"HULU SUNGAI TENGAH"
71400,"HULU SUNGAI UTARA"
71500,TABALONG
72100,TABALONG
72200,"TANAH BUMBU"
71600,BALANGAN
70100,"KOTA BANJARMASIN"
70200,"KOTA BANJARMASIN"
70700,"KOTA BANJARBARU"
75600,"KUTAI TIMUR"
75500,"KUTAI TIMUR"
77300,BERAU
76300,"PENAJAM PASER UTARA"
76200,"PENAJAM PASER UTARA"
75800,"MAHAKAM ULU"
75700,"MAHAKAM ULU"
76100,"KOTA BALIKPAPAN"
75100,"KOTA SAMARINDA"
75200,"KOTA SAMARINDA"
75300,"KOTA BONTANG"
77500,MALINAU
77200,BULUNGAN
77600,"TANA TIDUNG"
77400,NUNUKAN
77100,"KOTA TARAKAN"
95600,MINAHASA
95300,"MINAHASA UTARA"
95800,"KEPULAUAN SIAU TAGULANDANG BIARO"
95900,"MINAHASA TENGGARA"
95100,"KOTA MANADO"
95200,"KOTA MANADO"
95500,"KOTA BITUNG"
95400,"KOTA TOMOHON"
95700,"KOTA KOTAMOBAGU"
94700,BANGGAI
94500,BUOL
94400,"PARIGI MOUTONG"
94600,"TOJO UNA UNA"
94300,SIGI
94800,"BANGGAI LAUT"
94900,"MOROWALI UTARA"
94100,"KOTA PALU"
94200,"KOTA PALU"
92800,"KEPULAUAN SELAYAR"
92400,BANTAENG
92300,JENEPONTO
92500,JENEPONTO
92200,TAKALAR
92100,GOWA
92600,SINJAI
90600,"PANGKAJENE KEPULAUAN"
90500,"PANGKAJENE KEPULAUAN"
90700,BARRU
92700,BONE
90800,SOPPENG
90900,WAJO
91600,"SIDENRENG RAPPANG"
91200,PINRANG
91700,ENREKANG
92900,"LUWU TIMUR"
91800,"TORAJA UTARA"
90100,"KOTA MAKASSAR"
90200,"KOTA MAKASSAR"
91100,"KOTA PARE PARE"
91900,"KOTA PALOPO"
93800,"KONAWE SELATAN"
93900,"KOLAKA UTARA"
93500,"KOLAKA TIMUR"
93400,"KONAWE KEPULAUAN"
93300,"KONAWE KEPULAUAN"
93600,"MUNA BARAT"
93100,"KOTA KENDARI"
93200,"KOTA KENDARI"
93700,"KOTA BAU BAU"
96200,GORONTALO
96400,PAHUWATO
96300,POHUWATO
96600,"GORONTALO UTARA"
96500,"GORONTALO UTARA"
96100,"KOTA GORONTALO"
91300,MAMASA
91500,"MAMUJU TENGAH"
91400,"MAMUJU TENGAH"
97400,"MALUKU BARAT DAYA"
97300,"BURU SELATAN"
97500,"BURU SELATAN"
97100,"KOTA AMBON"
97200,"KOTA AMBON"
97600,"KOTA TUAL"
97900,"HALMAHERA SELATAN"
97700,"KOTA TERNATE"
97800,"KOTA TIDORE KEPULAUAN"
98000,MAYBRAT
98300,"PEGUNUNGAN ARFAK"
98400,SORONG
99600,"BOVEN DIGOEL"
99800,MAPPI
99700,YAHUKIMO
98200,WAROPEN
98100,SUPIORI
98500,SUPIORI
98600,"MAMBERAMO RAYA"
99900,NDUGA
99500,"PEGUNUNGAN BINTANG"
99400,YALIMO
99000,YALIMO
98900,PUNCAK
98800,DOGIYAI
98700,DEIYAI
99100,"KOTA JAYAPURA"
99300,JAYAPURA
60121,BULAK
72210,"KARANG BINTANG"
77122,"SAMARINDA ULU"
95818,"TAHUNA BARAT"
91812,"MAKALE UTARA"
98534,"BIAK KOTA"
23891,"AMIRIA BAHAGIA"
23899,"TEUPAH TENGAH"
23894,"SIMEULUE TENGAH"
23897,"BULU HADIK"
23890,"TELUK DALAM"
23895,"SIMEULUE CUT"
23896,SALANG
23892,"SINAR BAHAGIA"
23898,LEWAK
23893,ALAPAN
24790,"PULAU BANYAK BARAT"
24791,"SINGKIL UTARA"
24789,"KUALA BARU"
24794,"SIMPANG KANAN"
24785,"SUKA MAKMUR"
24793,"GUNUNG MERIAH"
24771,"SITUBUH TUBUH"
24784,"DANAU PARIS"
24772,SURO
24787,"SURO MAKMUR"
24773,"LAE SIPOLA"
24788,SINGKOHOR
24774,"DANAU BUNGARA"
24792,"KOTA BAHARU"
23776,"TRUMON TIMUR"
23777,SEULEUKAT
23774,"UJUNG TANOH"
23778,"BUKIT GADENG"
23773,"UJUNG PADANG"
23772,"KEDAI RUNDING"
23779,"KLUET TIMUR"
23775,"KRUENG BATEE"
23771,"KLUET UTARA"
23770,"KLUET TENGAH"
23718,"LHOK KEUTAPANG"
23717,HILIR
23713,PADANG
23714,HULU
23716,"JAMBO APHA"
23719,"PANTON LUAS"
23711,TAPAKTUAN
23715,"LHOK BENGKUANG"
23712,TAPAKTUAN
23752,"KUTA BARO"
23756,"JAMBO PAPEUN"
23755,"LADANG TUHA"
23754,"LABUHAN TAROK"
23758,"LABUHAN HAJI TIMUR"
23753,"UJUNG PADANG"
23757,"LABUHAN HAJI BARAT"
24661,"DELENG KUKUSEN"
24674,"CINTA DAMAI"
24673,"KUTE SERKE"
24676,"RIKIT BUR"
24671,"BUKIT TUSAM"
24672,"TEGER MIKO"
24670,"LAWE SUMUR"
24611,"KOTA KUTACANE"
24619,"ALAS MEMANCAR"
24675,"LAWE KINGE"
24677,"LAWE SAGU"
24666,BADAR
24665,"BUNTUL KENDAWI"
24663,"DARUL HASANAH"
24679,SUKARIMBUN
24662,KETAMBE
24664,SEPAKAT
24678,"LAWE HAKHUM"
24660,"DELENG POKHKISEN"
24460,SERBAJADI
24461,PEUNARON
24440,"PEUREULAK TIMUR"
24450,"PEUREULAK BARAT"
24466,"SEUNEUBOK TEUNGOH"
24464,"PAYA BILI DUA"
24469,"MATANG RAYEUK"
24484,"SEUNEUBOK SIMPANG"
24483,"SEUNEUBOK TEUPIN PANAH"
24482,"PULO BLANG"
24468,"DARUL IKSAN"
24481,"SEUNEUBOK DALAM"
24452,"SEUNEUBOK DALAM"
24467,NURUSSALAM
24486,"ALUE SIWAH"
24455,"GAMPONG BARO"
24423,BARO
24487,"SUKA DAMAI"
24463,"PANTE BIDARI"
24454,"TITI BARO"
24458,"MATANG SEUPENG"
24465,"SIMPANG ULIM"
24453,"SEUNEUBOK PIDIE"
24457,"ULEE ATEUNG"
24459,"MEUNASAH ASAN"
24462,MADAT
24572,"GAYO MURNI"
24563,"ATU LINTANG"
24573,GEGARANG
24571,BINTANG
24513,"HAKIM BALE BUJANG"
24511,"TAKENGON TIMUR"
24514,"TAKENGON BARAT"
24512,"LAUT TAWAR"
24515,"LAUT TAWAR"
24516,"LAUT TAWAR"
24527,"LOT KALA"
24517,KEBAYAKAN
24528,"JONGOK MELUEM"
24518,KEBAYAKAN
24529,"KUTE LOT"
24519,KEBAYAKAN
24560,PEGASING
24564,"UNING PEGANTUNGEN"
24561,BIES
24552,BEBESEN
24568,"KUTE PANANG"
24569,"SILIH NARA"
24556,BERGANG
24565,"BLANG DELEM"
24562,CELALA
24566,"MEKAR MAJU"
24567,"RUSIP ANTARA"
23612,"JOHAN PAHWALAN"
23613,"JOHAN PAHWALAN"
23616,"JOHAN PAHWALAN"
23614,"JOHAN PAHWALAN"
23617,"JOHAN PAHWALAN"
23618,"JOHAN PAHWALAN"
23650,SAMATIGA
23651,BUBON
23652,"ARONGAN LAMBALEK"
23611,"JOHAN PAHWALAN"
23688,"ALUE KEUMANG"
23682,"WOYLA BARAT"
23686,"ALUE LHOK"
23687,"PAYA BARO RANTO P"
23615,MEUREUBO
23680,"PANTE CEUREUMEN"
23689,ANTONG
23684,"PANTON REU"
23681,PUNGKIE
23683,TUTUT
23685,"SUNGAI MAS"
23354,PAROY
23355,"DAYAH MAMPLAM"
23353,LEUPUNG
23385,"LAM BEUTONG"
23363,MANGGRA
23916,WEU
23915,JALIN
23914,"DATA CUT"
23912,"KOTA JANTHO"
23911,BARUEH
23917,"KOTA JANTHO"
23919,TEUREUBEH
23913,"KOTA JANTHO"
23951,CUCUM
23918,"KOTA JANTHO"
23952,"SAREE ACEH"
23373,"LAM ASAN"
23374,"LAM ASAN"
23372,"COT LAM MEE"
23381,"MESJID RAYA"
23362,MANTASIEK
23368,"COT MADI"
23360,"BLANG BINTANG"
23371,"INGIN JAYA"
23367,"MEUNASAH PAPEUN"
23370,"KRUENG BARONA JAYA"
23361,SUKAMAKMUR
23364,"LAMSITEH COT"
23375,"SIMPANG TIGA"
23955,"LAM ALIENG"
23352,BAYU
23365,"LAM BATEE"
23366,"LAM BLEUT"
23350,"DARUL KAMAL"
23351,"PULO BUNTA"
23391,"MEU LINGGE"
24167,LEUPU
24189,MANE
24180,"GLUMPANG BARO"
24175,"MUTIARA TIMUR"
24166,"PULO BARO"
24168,TITEUE
24164,"BLANG CUT"
24169,CUT
24161,KUMBANG
24163,KUMBANG
24165,SAGOE
24162,SEUKEUM
24150,"GRONG GRONG"
24173,MUTIARA
24176,"ULEE TUTUE"
24171,JURONG
24174,TIRO/TRUSEB
24183,MAMPLAM
24117,"KAMPONG ASAN"
24111,"LAMPOH KRUENG"
24113,"KOTA SIGLI"
24115,"PASI RAWA"
24116,"KOTA SIGLI"
24114,"BLOK BENGKEL"
24112,"KOTA SIGLI"
24118,"BLANG PASEH"
24119,"KOTA SIGLI"
24172,"PEUKAN BARO"
24154,BAROH
24152,BATEE
24151,BATEE
24153,"MUARA TIGA"
24266,GAROT
24263,"MEUNASAH BLANG"
24265,CALOK
24250,JULI
24251,JEUMPA
24211,"KOTA BIREUEN"
24219,"COT GAPU"
24260,KUALA
24252,"PANTE PEUSANGAN"
24264,PALOH
24262,KARIENG
24261,"BLANG DALAM"
24267,PEUSANGAN
24268,"PEUSANGAN SELATAN"
24254,"DAYAH BARO"
24269,"PEUSANGAN SIBLAH KRUENG"
24253,"BLANG MANE"
24255,"ARA LIPEH"
24357,MAKMUR
24256,"BLANG RHEUE"
24356,GANDAPURA
24258,"PULO BLANG"
24259,"UJONG BLANG"
24257,"PULO AWE"
24358,"KUTA BLANG"
24361,SEUMIRAH
24362,"PAYA BEUNYET"
24371,"KRUENG SEUPENG"
24370,"SYAMTALIRA BAYU"
24373,"ULEE MEURIA"
24384,"PIRAK TIMUR"
24394,LANGKAHAN
24395,BANTAYAN
24393,"MATANG PANYANG"
24396,"PAYA BATEUNG"
24383,"MATANG TEUNGOH L"
24392,BAKTIYA
24388,"NIBONG BAROH"
24378,MANCANG
24389,KEUTAPANG
24386,HAGU
24382,ARA
24387,MAMPREE
24385,AMPEH
24381,KULAM
24390,"TANAH PASIR"
24397,"KUALA KEURUTOU"
24391,LAPANG
24355,"TANOH ANOE"
24354,"BLUKA TEUBAI"
23760,MANGGENG
23762,"LEMBAH SABIL"
23768,TANGAN-TANGAN
23741,"UJUNG TANAH"
23742,"ALUE DAMA"
23763,SETIA
23743,"KUTA MAKMUR"
23769,JEUMPA
23761,PAWOH
23764,"KUTA BAHAGIA"
23766,"KUALA BATEE"
23765,"BLANG DALAM"
23767,"BABAH ROT"
24650,KUTAPANJANG
24655,BLANGKEJEREN
24683,"GUMPANG LEMPUH"
24658,"PUTERI BETUNG"
24682,REREBE
24652,"DABUN GELANG"
24653,BLANGPEGAYON
24684,"PASIR PUTIH"
24651,"RIKIT GAIB"
24659,"CANE BARU"
24654,REMPELAM
24656,TERANGUN
24657,"KUALA JERNIH"
24479,"TAMIANG HULU"
24477,"SIMPANG KIRI"
24473,SERUWAY
24478,"BANDAR KHALIFAH"
24470,BENDAHARA
24474,"SUKA JADI"
24472,"ALUR NUNANG"
24475,"KEBON BATANG ARA"
24476,PAHLAWAN
24471,"SAPTA MARGA"
23663,"UJONG KRUENG"
23662,"BLANG BARO"
23661,"ALUE IE MAMEH"
23665,PURWOSARI
23660,"KUALA PESISIR"
23664,"COT MEE"
23672,"PANTE ARA"
23671,"ALUE DODOK"
23674,"SUKA MAKMUE"
23673,"BLANG TEUNGKU"
23670,"SEUNAGAN TIMUR"
23641,"SARAH RAYA"
23653,PANGA
23659,SAMPOINIET
23656,"DARUL HIKMAH"
23654,"PANTON MAKMUR"
23655,SAPEK
23658,JAYA
23643,"BABAH DUA"
23644,MUKHAN
23657,"INDRA JAYA"
24555,"TIMANG GAJAH"
24592,"ALAM JAYA"
24553,"GAJAH PUTIH"
24593,"PANTAN LAH"
24554,"PINTU RIME GAYO"
24581,BUKIT
24580,"WIH PESAM"
24591,"MEKAR JADI AYU"
24582,"BERANUN TELEDEN"
24586,"SYIAH UTAMA"
24584,"PANTAN KULI"
24583,"TIMUR JAYA"
24585,PERMATA
24192,"LUENG BIMBA"
24188,"PEULAKAN CEBREK"
24185,PANTERAJA
24191,KEUDE
24186,"MEUNASAH BALEK"
24187,"MEUNASAH MESJID"
24181,"MEUNASAH BLANG"
24182,"MEUNASAH BARO"
24184,"BANDAR BARU"
23233,"BLANG OI"
23232,"DEYAH BARO"
23237,"GEUCEUN MEUNARA"
23236,"LAMTEUMEN TIMUR"
23230,"JAYA BARU"
23235,"PUNGE BLANG CUT"
23234,"JAYA BARU"
23238,"BANDA RAYA"
23239,"GEUCEU KAYEE JATO"
23243,"NEUSU JAYA"
23241,PEUNITI
23244,"LUENG BATA"
23246,BATOH
23245,"LUENG BATA"
23248,LAMPALOH
23249,SUKADAMAI
23247,LAMSEUPEUNG
23122,"KP. LAKSANA"
23121,"KUTA ALAM"
23124,BEURAWE
23125,"KOTA BARU"
23126,"BANDAR BARU"
23123,MULIA
23127,"LAMBARO SKEP"
23231,"KUTA RAJA"
23242,"KUTA RAJA"
23129,PEULANGGAHAN
23128,"GAMPONG PANDEE"
23115,LAMGUGOP
23111,"KOPELMA DARUSSALAM"
23112,RUKOH
23114,TIBANG
23113,"ALUE NAGA"
23116,"SYIAH KUALA"
23119,ILIE
23117,"ULEE KARENG"
23118,LAMBHUK
23529,SUKAJAYA
23528,KEUNEUKAI
23527,BEURAWANG
23526,JABOI
23525,BALOHAN
23523,"COT ABEUEK"
23522,"COT BA U"
23524,"ANOI ITAM"
23521,"IE MEULEE"
23518,IBOIH
23517,SUKAKARYA
23516,"PAYA SEUNARA"
23515,"KRUENG RAYA"
23514,"ANEUK LAOT"
23513,SUKAKARYA
23512,"KOTA BAWAH BARAT"
23511,SUKAKARYA
24456,"MATANG PANYANG"
24429,"PONDOK PABRIK"
24421,SIDODADI
24422,SIDOREJO
24425,"ASAM PEUTIK"
24427,"BAROH LANGSA LAMA"
24426,SEULALAH
24428,MEURANDEH
24432,"LHOK BANIE"
24435,"PAYA BUJOKTEUNGOH"
24434,"PAYA BUJOK BEURAMO"
24437,"SIMPANG LHEE"
24451,"LANGSA BARAT"
24436,SEURIGET
